id,Name,ext_name,force,Legion,belong,location,identity,loyalty,Merit,command,battlebility,intelligence,politics,charm,five_circles,spearman,Halberd,crossbowmen,cavalry,weapon,Navy,Strong_ID,icon,gender,phase,stunt,stunt_combo,Stunt_description,power_level_1,Level_2,Level_3,Level_4,Level_5,Level_6,debut_year,birth_year,death_year
510,白孝德,,,,洛阳,洛阳,未发现,0,0,71,90,36,29,51,277,熟,熟,熟,精,初,初,0,1707,男,41,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,150,130,229
511,段秀实,成公,李渊,李渊,洛阳,洛阳,一般,120,2000,69,64,78,83,91,385,熟,熟,熟,熟,熟,初,0,1708,男,46,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,150,130,229
512,颜真卿,清臣,李渊,李渊,洛阳,洛阳,一般,120,2000,72,58,75,79,93,377,熟,精,精,初,熟,初,0,1709,男,46,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,150,130,229
513,李泌,长源,,,洛阳,洛阳,未发现,0,0,61,27,114,86,81,369,初,初,初,初,初,初,3,1710,男,45,鬼谋,65-鬼谋,增广１区格可施展部队计略的範围,,,,,,,225,205,304
514,李晟,良器,李渊,李渊,洛阳,洛阳,一般,120,2000,90,83,79,68,80,400,熟,精,极,极,精,熟,0,1711,男,45,狙击,128-狙击,施展射击战法时，使敌将负伤機率增加,,,,,,,150,130,229
515,马超,孟起,刘备,刘备,永安,永安,一般,120,2000,77,93,39,19,62,290,精,熟,初,极,初,初,0,1004,男,71,亲羌,92-亲羌,所属都市的领内不会出现異族「羌族」的根据地,,,,,,,240,220,319
516,马燧,洵美,,,洛阳,洛阳,未发现,0,0,84,74,65,70,55,348,极,熟,精,精,极,熟,1,1713,男,49,连击,12-连击,施展一般攻击时，有50％的機率可连续攻击２次,,,,,,,150,130,229
517,浑瑊,,,,洛阳,洛阳,未发现,0,0,80,89,56,58,74,357,精,熟,精,极,精,初,1,1714,男,49,血路,33-血路,就算部队溃灭，同部队的武将也不会被俘虏,,,,,,,150,130,229
518,李愬,元直,李渊,李渊,洛阳,洛阳,一般,120,2000,86,79,83,69,77,394,精,极,精,精,熟,精,0,1712,男,45,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,165,145,244
519,陆贽,敬舆,,,洛阳,洛阳,未发现,0,0,23,30,83,88,73,297,初,初,初,初,初,初,0,1715,男,46,指导,84-指导,研究技巧时的费用减半,,,,,,,150,130,229
520,刘晏,士安,,,洛阳,洛阳,未发现,0,0,32,25,80,89,71,297,初,初,初,初,初,熟,3,1716,男,48,搬运,7-搬运,增加输送部队的移动力,,,,,,,150,130,229
521,裴度,中立,李渊,李渊,洛阳,洛阳,一般,120,2000,71,50,92,85,95,393,熟,熟,熟,熟,熟,熟,0,1717,男,46,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,150,130,229
522,高拱,肃卿,朱元璋,朱元璋,建业,建业,一般,120,2000,48,41,74,88,48,299,初,初,初,初,初,初,2,1745,男,86,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,150,130,229
523,李德裕,文饶,李渊,李渊,洛阳,洛阳,一般,120,2000,57,47,79,88,53,324,初,初,熟,熟,初,初,0,1718,男,45,规律,72-规律,可防止遭受部队计略「伪报」,,,,,,,150,130,229
524,韩愈,退之,,,洛阳,洛阳,未发现,0,0,34,35,78,78,82,307,初,初,初,初,初,初,0,1719,男,43,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,130,229
525,韦皋,城武,李渊,李渊,洛阳,洛阳,一般,120,2000,79,62,89,85,84,399,熟,精,熟,初,精,熟,1,1720,男,43,亲蛮,94-亲蛮,所属都市的领内不会出现異族「南蛮」的根据地,,,,,,,150,130,229
526,张巡,巡,,,洛阳,洛阳,未发现,0,0,87,75,79,75,90,406,精,极,熟,精,极,熟,0,1721,男,44,坚城,131-坚城,城防和士兵所受伤害减半,,,,,,,150,130,229
527,杜杲,子昕,,,濮阳,濮阳,未发现,0,0,82,62,82,78,75,379,熟,熟,精,初,极,精,0,1894,男,58,射程,24-射程,使井阑、投石的射程增加１区格,,,,,,,150,130,229
528,费禕,文伟,,,永安,永安,未发现,0,0,62,30,72,82,73,319,熟,熟,熟,初,熟,熟,3,110,男,77,特技255,,,,,,,,,150,130,229
529,南霁雲,,,,洛阳,洛阳,未发现,0,0,72,87,53,44,53,309,熟,初,精,熟,初,熟,0,1723,男,44,射手,50-射手,可於森林使用弩兵战法,,,,,,,150,130,229
530,雷万春,,,,洛阳,洛阳,未发现,0,0,70,85,42,42,55,294,初,熟,熟,精,初,初,0,1724,男,44,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
531,王守仁,伯安,,,建业,建业,未发现,0,0,86,71,104,80,98,439,精,精,精,初,极,极,0,1742,男,88,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,130,229
532,黑齿常之,,,,洛阳,洛阳,未发现,0,0,88,82,65,66,73,374,极,精,熟,极,熟,熟,1,1696,男,41,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
533,王方翼,仲翔,李渊,李渊,洛阳,洛阳,一般,120,2000,76,76,67,77,80,376,熟,精,熟,精,精,初,0,1695,男,42,築城,77-築城,军事设施建设的耐久上昇量增为２倍,,,,,,,180,160,259
534,来瑱,,李渊,李渊,洛阳,洛阳,一般,120,2000,78,80,62,53,76,349,精,精,精,熟,熟,初,2,1402,男,47,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
535,侯君集,,李渊,李渊,洛阳,洛阳,一般,120,2000,77,73,64,54,36,304,熟,熟,熟,精,极,熟,1,1403,男,44,射程,24-射程,使井阑、投石的射程增加１区格,,,,,,,150,130,229
536,娄师德,宗仁,李渊,李渊,洛阳,洛阳,一般,120,2000,80,69,66,75,83,373,精,精,精,熟,熟,初,0,1308,男,47,屯田,78-屯田,所属於关所、港口时，士兵不会消费兵粮,,,,,,,150,130,229
537,朱温,,朱温,朱温,陈留,陈留,君主,120,2000,86,83,89,61,45,364,极,精,精,熟,精,熟,0,1416,男,130,诡计,56-诡计,对智力比自己低的敌方部队施展部队计略「内讧」时，必定会成功,,,,,,,150,130,229
538,敬翔,子振,朱温,朱温,陈留,陈留,一般,120,2000,26,40,92,74,57,289,初,初,初,初,初,初,0,1828,男,130,機智,55-機智,对智力比自己低的敌方部队施展部队计略「擾乱」时，必定会成功,,,,,,,150,130,229
539,安禄山,,,,云南,云南,未发现,0,0,67,83,64,25,49,288,熟,初,熟,精,初,初,0,1865,男,135,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
540,葛从周,通美,朱温,朱温,陈留,陈留,一般,120,2000,85,86,69,59,67,366,精,极,精,精,熟,精,1,1830,男,132,戟将,35-戟将,对武力比自己低的敌方部队施展戟兵战法成功时会心一击,,,,,,,150,130,229
541,朱珍,,朱温,朱温,陈留,陈留,一般,120,2000,80,85,48,28,37,278,精,熟,初,熟,熟,熟,1,1829,男,135,连击,12-连击,施展一般攻击时，有50％的機率可连续攻击２次,,,,,,,150,130,229
542,余玠,义夫,,,濮阳,濮阳,未发现,0,0,80,66,80,84,86,396,精,熟,精,初,精,极,1,1862,男,63,築城,77-築城,军事设施建设的耐久上昇量增为２倍,,,,,,,150,130,229
543,苏轼,子瞻,,,濮阳,濮阳,未发现,0,0,54,42,81,83,77,337,初,初,熟,初,初,熟,2,1861,男,64,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,150,130,229
544,庞师古,,朱温,朱温,陈留,陈留,一般,120,2000,75,78,43,51,63,310,熟,熟,熟,熟,精,初,1,1831,男,131,特技255,,,,,,,,,150,130,229
545,氏叔琮,,朱温,朱温,陈留,陈留,一般,120,2000,74,84,63,64,45,330,熟,熟,初,极,初,初,2,1832,男,127,特技255,,,,,,,,,150,130,229
546,康怀贞,,,,陈留,陈留,未发现,0,0,70,79,48,48,50,295,熟,初,初,精,熟,初,2,1833,男,128,特技255,,,,,,,,,150,130,229
547,杨师厚,,,,陈留,陈留,未发现,0,0,83,82,52,61,58,336,极,熟,初,精,熟,熟,2,1836,男,126,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
548,杨廷和,介夫,,,建业,建业,未发现,0,0,41,41,75,87,66,310,初,初,初,初,初,初,3,1740,男,92,法治,140-法治,所在城治安不会下降,,,,,,,150,130,229
549,王彦章,贤明,朱温,朱温,陈留,陈留,一般,120,2000,69,101,43,41,56,310,精,熟,初,精,熟,熟,1,1837,男,129,枪将,34-枪将,对武力比自己低的敌方部队施展枪兵战法成功时会心一击,,,,,,,150,130,229
550,刘鄩,,,,陈留,陈留,未发现,0,0,76,75,81,60,70,362,熟,精,熟,初,精,精,2,1838,男,134,运筹,144-运筹,如果使用计策成功，则有機率可再行动一次,,,,,,,150,130,229
551,史思明,,,,云南,云南,未发现,0,0,73,77,53,19,19,241,精,熟,熟,精,熟,初,1,1866,男,135,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
552,李克用,,李克用,李克用,安定,安定,君主,120,2000,79,93,42,36,58,308,熟,熟,极,极,熟,初,1,1839,男,35,遁走,1-遁走,於陆上时不考虑ＺＯＣ,,,,,,,150,130,229
553,李存勖,,李克用,李克用,安定,安定,一般,120,2000,94,85,54,30,52,315,极,精,精,极,精,熟,1,1840,男,35,百战,127-百战,部队战法的消费气力变为五分之一,,,,,,,165,145,244
554,马芳,德馨,,,建业,建业,未发现,0,0,81,93,63,46,57,340,熟,熟,精,极,熟,初,0,1743,男,94,特技152,,,,,,,,,150,130,229
555,李嗣源,,李克用,李克用,安定,安定,一般,120,2000,84,91,56,63,79,373,极,熟,精,极,熟,初,0,2014,男,36,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,150,130,229
556,法正,孝直,,,永安,永安,未发现,0,0,64,47,94,70,44,319,熟,熟,熟,初,精,初,1,113,男,73,待伏,16-待伏,伏兵成功时施展会心一击,,,,,,,150,130,229
557,庞统,士元,刘备,刘备,永安,永安,一般,120,2000,68,42,91,79,69,349,熟,熟,初,初,精,熟,0,114,男,76,连环,66-连环,部队计略成功时，与对象部队邻接的部队也会遭受计略波及,,,,,,,150,130,229
558,祖冲之,文远,,,江夏,江夏,未发现,0,0,17,36,83,70,61,267,初,初,初,初,初,初,3,1607,男,82,发明,82-发明,生产兵器之兵装时所需的生产期间减半,,,,,,,150,130,229
559,李从珂,,李克用,李克用,安定,安定,一般,120,2000,69,83,45,41,50,288,精,初,熟,精,熟,初,0,2005,男,38,特技255,,,,,,,,,150,130,229
560,李存孝,,李克用,李克用,安定,安定,一般,120,2000,78,117,33,21,33,282,精,熟,精,精,熟,初,1,1841,男,32,勇将,39-勇将,对武力比自己低的敌方部队施展全战法成功时会心一击,,,,,,,150,130,229
561,李存进,,李克用,李克用,安定,安定,一般,120,2000,77,78,63,55,60,333,精,精,初,熟,熟,极,1,1842,男,34,造船,83-造船,生产舰船之兵装时所需的生产期间减半,,,,,,,150,130,229
562,李嗣昭,益光,李克用,李克用,安定,安定,一般,120,2000,82,79,50,69,72,352,精,熟,熟,极,精,熟,0,1843,男,36,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
563,盖寓,,李克用,李克用,安定,安定,一般,120,2000,61,57,81,72,75,346,熟,初,熟,熟,熟,初,3,1844,男,35,特技255,,,,,,,,,150,130,229
564,张承业,继元,李克用,李克用,安定,安定,一般,120,2000,24,19,71,85,82,281,初,初,初,初,初,初,0,1845,男,35,徵收,90-徵收,每个月所属都市都会有兵粮的收入（一次的收入将减半）,,,,,,,150,130,229
565,郭崇韬,安时,李克用,李克用,安定,安定,一般,120,2000,69,63,88,75,59,354,熟,熟,初,熟,熟,熟,0,1846,男,36,运筹,144-运筹,如果使用计策成功，则有機率可再行动一次,,,,,,,150,130,229
566,周德威,镇远,李克用,李克用,安定,安定,一般,120,2000,85,95,67,50,62,359,极,精,熟,极,精,初,1,1847,男,34,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,150,130,229
567,符存审,德详,李克用,李克用,安定,安定,一般,120,2000,87,83,68,56,63,357,极,精,熟,熟,精,熟,1,1848,男,34,特技151,,,,,,,,,150,130,229
568,史建瑭,国宝,李克用,李克用,安定,安定,一般,120,2000,73,87,54,35,54,303,熟,初,精,精,熟,初,1,1849,男,34,特技255,,,,,,,,,150,130,229
569,王建及,,,,安定,安定,未发现,0,0,76,87,53,49,71,336,极,初,初,熟,熟,精,1,1850,男,33,特技255,,,,,,,,,150,130,229
570,元行钦,,,,安定,安定,未发现,0,0,64,90,37,29,34,254,精,熟,初,精,初,初,2,1851,男,31,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
571,夏鲁奇,邦傑,,,安定,安定,未发现,0,0,66,99,45,69,69,348,精,熟,熟,熟,初,熟,1,1852,男,36,护卫,52-护卫,同部队的武将不会战死、负伤,,,,,,,150,130,229
572,任圜,,李克用,李克用,安定,安定,一般,120,2000,71,62,69,82,74,358,熟,精,熟,熟,熟,熟,0,1853,男,32,清谈,147-清谈,登用无归属武将失败时进入舌战,,,,,,,150,130,229
573,高行周,尚质,李克用,李克用,安定,安定,一般,120,2000,75,84,44,58,53,314,熟,精,熟,极,熟,初,1,1854,男,37,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,150,130,229
574,符彦卿,冠侯,李克用,李克用,安定,安定,一般,120,2000,74,83,52,43,49,301,精,熟,精,极,初,初,1,1855,男,37,射手,50-射手,可於森林使用弩兵战法,,,,,,,165,145,244
575,石敬瑭,,李克用,李克用,安定,安定,一般,120,2000,70,84,51,65,28,298,精,熟,精,精,初,初,0,1856,男,30,特技255,,,,,,,,,150,130,229
576,桑维翰,国侨,,,安定,安定,未发现,0,0,48,44,84,81,51,308,初,初,初,初,初,初,1,1857,男,31,亲乌,91-亲乌,所属都市的领内不会出现異族「乌丸」的根据地,,,,,,,150,130,229
577,羊祜,叔子,司马懿,司马懿,寿春,寿春,一般,120,2000,84,57,83,80,93,397,极,熟,极,精,熟,精,0,192,男,27,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,150,130,229
578,刘知远,,李克用,李克用,安定,安定,一般,120,2000,74,74,66,71,66,351,熟,熟,熟,精,熟,初,1,1858,男,30,特技255,,,,,,,,,150,130,229
579,史弘肇,化元,,,安定,安定,未发现,0,0,75,80,38,23,29,245,精,精,熟,精,熟,熟,1,1859,男,31,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
580,冯道,可道,,,安定,安定,未发现,0,0,36,46,74,77,87,320,初,初,初,初,初,初,3,1860,男,32,亲和,142-亲和,实行亲善所能提升的友好度加倍,,,,,,,150,130,229
581,郭威,,郭威,郭威,小沛,小沛,君主,120,2000,81,83,73,74,70,381,精,熟,精,熟,极,熟,2,1805,男,55,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
582,柴荣,,郭威,郭威,小沛,小沛,一般,120,2000,92,80,79,94,89,434,精,极,精,精,熟,精,0,1359,男,55,激励,145-激励,如果使用战法成功，则有機率可再行动一次,,,,,,,150,130,229
583,郭崇,,郭威,郭威,小沛,小沛,一般,120,2000,72,81,58,57,57,325,熟,初,熟,精,熟,熟,1,1806,男,56,特技255,,,,,,,,,150,130,229
584,药元福,,郭威,郭威,小沛,小沛,一般,120,2000,78,86,55,52,64,335,熟,熟,熟,极,精,初,1,1807,男,51,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,150,130,229
585,慕容延钊,化龙,郭威,郭威,小沛,小沛,一般,120,2000,75,79,50,61,66,331,熟,熟,熟,精,熟,精,0,1813,男,58,特技255,,,,,,,,,150,130,229
586,王朴,文伯,郭威,郭威,小沛,小沛,一般,120,2000,45,47,89,93,68,342,初,初,熟,初,初,熟,0,1809,男,56,后勤,141-后勤,所属据点的军队耗费军粮由据点供给一半,,,,,,,150,130,229
587,范质,文素,,,小沛,小沛,未发现,0,0,52,38,77,80,69,316,初,熟,初,初,熟,初,3,1810,男,58,特技255,,,,,,,,,150,130,229
588,王溥,齐物,,,小沛,小沛,未发现,0,0,38,49,79,79,74,319,初,初,初,初,初,初,3,1811,男,57,特技255,,,,,,,,,150,130,229
589,魏仁浦,道济,,,小沛,小沛,未发现,0,0,56,52,82,75,81,346,熟,熟,初,初,初,初,3,1812,男,58,特技255,,,,,,,,,150,130,229
590,王峻,秀峰,郭威,郭威,小沛,小沛,一般,120,2000,65,70,81,66,39,321,初,初,熟,熟,熟,熟,1,1808,男,52,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
591,高怀德,藏用,郭威,郭威,小沛,小沛,一般,120,2000,73,87,38,42,46,286,熟,精,精,精,初,熟,1,1814,男,51,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,165,145,244
592,李穀,惟珍,,,小沛,小沛,未发现,0,0,60,76,76,83,77,372,初,熟,熟,初,熟,熟,1,1815,男,59,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,150,130,229
593,杨行密,化源,杨行密,杨行密,庐江,庐江,君主,120,2000,81,81,63,73,82,380,精,极,初,初,熟,精,2,1816,男,110,戟将,35-戟将,对武力比自己低的敌方部队施展戟兵战法成功时会心一击,,,,,,,150,130,229
594,朱瑾,,杨行密,杨行密,庐江,庐江,一般,120,2000,73,89,49,44,49,304,精,熟,初,熟,初,熟,2,1817,男,115,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
595,李神福,,杨行密,杨行密,庐江,庐江,一般,120,2000,87,77,79,53,61,357,精,极,熟,初,精,精,1,1818,男,110,火攻,53-火攻,对智力比自己低的敌方部队施展部队计略「火计」时必定会成功,,,,,,,150,130,229
596,徐温,敦美,杨行密,杨行密,庐江,庐江,一般,120,2000,65,67,73,72,56,333,熟,熟,熟,初,熟,精,2,1819,男,112,特技255,,,,,,,,,150,130,229
597,严可求,,,,庐江,庐江,未发现,0,0,41,34,94,71,67,307,初,初,初,初,初,熟,1,1820,男,112,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,150,130,229
598,骆知祥,,,,庐江,庐江,未发现,0,0,33,33,68,84,71,289,初,初,初,初,初,初,3,1821,男,112,徵税,89-徵税,每回合所属都市都会有资金收入（一次收入将减半）,,,,,,,150,130,229
599,徐知诰,正伦,杨行密,杨行密,庐江,庐江,一般,120,2000,58,61,86,82,78,365,初,熟,初,初,熟,精,1,1822,男,114,深谋,67-深谋,部队计略成功时施展会心一击,,,,,,,150,130,229
600,陆抗,幼节,孙坚,孙坚,长沙,长沙,一般,120,2000,84,65,84,75,84,392,熟,精,精,初,极,极,1,149,男,126,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,165,145,244
601,宋齐丘,子嵩,杨行密,杨行密,庐江,庐江,一般,120,2000,27,44,83,75,42,271,初,初,初,初,初,熟,2,1823,男,113,特技255,,,,,,,,,150,130,229
602,陆逊,伯言,孙坚,孙坚,长沙,长沙,一般,120,2000,90,61,90,81,82,404,精,极,精,初,精,极,1,117,男,126,火攻,53-火攻,对智力比自己低的敌方部队施展部队计略「火计」时必定会成功,,,,,,,150,130,229
603,刘仁赡,守惠,杨行密,杨行密,庐江,庐江,一般,120,2000,79,65,61,60,80,345,熟,极,精,初,熟,精,1,1824,男,107,坚城,131-坚城,城防和士兵所受伤害减半,,,,,,,150,130,229
604,林仁肇,,杨行密,杨行密,庐江,庐江,一般,120,2000,77,88,53,40,67,325,熟,精,熟,初,熟,极,1,1904,男,109,水将,38-水将,对武力比自己低的敌方部队施展水军战法成功时会心一击,,,,,,,150,130,229
605,钱鏐,具美,,,庐江,庐江,未发现,0,0,78,78,67,79,72,374,精,精,熟,初,熟,精,1,1826,男,105,米道,88-米道,每季的所属都市的兵粮收入增加为1.5倍,,,,,,,150,130,229
606,顾全武,,,,庐江,庐江,未发现,0,0,80,74,62,64,63,343,精,精,熟,初,精,精,2,1827,男,106,祈願,98-祈願,所属都市容易出现豐收,,,,,,,150,130,229
607,王建,光图,王建,王建,建宁,建宁,君主,120,2000,80,77,69,67,65,358,精,精,熟,熟,精,熟,1,1171,男,50,亲蛮,94-亲蛮,所属都市的领内不会出现異族「南蛮」的根据地,,,,,,,150,130,229
608,华洪,,王建,王建,建宁,建宁,一般,120,2000,79,79,44,49,78,329,熟,精,精,初,极,熟,1,1176,男,51,踏破,6-踏破,无栈道通行的损害；减轻落石的损伤。,,,,,,,150,130,229
609,庞德,令明,,,许昌,许昌,未发现,0,0,67,91,51,44,61,314,精,熟,熟,精,初,初,1,28,男,28,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,150,130,229
610,许存,,王建,王建,建宁,建宁,一般,120,2000,72,78,47,54,54,305,初,熟,精,初,熟,精,1,1177,男,54,操舵,5-操舵,增加水上的移动力,,,,,,,150,130,229
611,许德勋,,马殷,马殷,桂阳,桂阳,一般,120,2000,73,78,67,70,70,358,熟,熟,初,初,精,精,3,1181,男,108,特技255,,,,,,,,,150,130,229
612,孟知祥,保裔,孟知祥,孟知祥,江州,江州,君主,120,2000,69,64,74,76,79,362,熟,精,熟,初,熟,熟,1,1183,男,40,搬运,7-搬运,增加输送部队的移动力,,,,,,,150,130,229
613,赵季良,德彰,孟知祥,孟知祥,江州,江州,一般,120,2000,58,48,80,80,68,334,初,熟,熟,初,熟,熟,1,1186,男,41,特技255,,,,,,,,,150,130,229
614,李仁罕,德美,孟知祥,孟知祥,江州,江州,一般,120,2000,71,81,46,27,40,265,熟,初,熟,熟,精,精,1,1188,男,37,推进,4-推进,於水上时不考虑ＺＯＣ,,,,,,,150,130,229
615,赵廷隐,,孟知祥,孟知祥,江州,江州,一般,120,2000,76,71,65,56,55,323,精,精,精,熟,熟,熟,1,1191,男,42,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
616,高季兴,贻孙,高季兴,高季兴,武陵,武陵,君主,120,2000,62,71,61,73,71,338,熟,熟,熟,初,熟,熟,2,1192,男,105,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
617,梁震,,高季兴,高季兴,武陵,武陵,一般,120,2000,20,27,86,78,68,279,初,初,初,初,初,初,3,1304,男,102,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,150,130,229
618,桓玄,敬道,,,云南,云南,未发现,0,0,71,63,75,52,50,311,熟,熟,初,初,熟,精,1,1864,男,125,操舵,5-操舵,增加水上的移动力,,,,,,,165,145,244
619,马殷,霸图,马殷,马殷,桂阳,桂阳,君主,120,2000,74,71,74,78,74,371,熟,精,熟,熟,精,精,2,1323,男,110,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
620,高郁,,马殷,马殷,桂阳,桂阳,一般,120,2000,53,57,84,86,64,344,初,初,初,初,熟,熟,2,1330,男,110,商才,119-商才,单次交易上限翻倍，且交易效果上升,,,,,,,150,130,229
621,周行逢,,,,桂阳,桂阳,未发现,0,0,59,73,76,67,57,332,熟,初,初,初,熟,精,2,1333,男,115,特技255,,,,,,,,,150,130,229
622,张辅,文弼,朱元璋,朱元璋,建业,建业,一般,120,2000,84,73,61,67,74,359,精,熟,精,熟,精,极,0,1738,男,93,造船,83-造船,生产舰船之兵装时所需的生产期间减半,,,,,,,165,145,244
623,司马懿,仲达,司马懿,司马懿,寿春,寿春,君主,120,2000,91,60,90,85,76,402,极,极,精,精,熟,熟,0,1049,男,30,深谋,67-深谋,部队计略成功时施展会心一击,,,,,,,150,130,229
624,赵光义,,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,67,69,79,77,69,361,熟,熟,熟,熟,熟,熟,1,1358,男,60,遁走,1-遁走,於陆上时不考虑ＺＯＣ,,,,,,,150,131,229
625,赵普,则平,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,39,49,99,88,49,324,初,初,初,初,熟,初,0,1390,男,60,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,150,130,229
626,曹彬,国华,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,84,77,69,66,85,381,精,精,精,精,熟,极,0,1764,男,62,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
627,潘美,仲询,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,85,73,73,63,67,361,精,极,精,熟,精,精,0,1398,男,62,火攻,53-火攻,对智力比自己低的敌方部队施展部队计略「火计」时必定会成功,,,,,,,150,130,229
628,杨业,,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,79,96,54,45,73,347,精,极,精,精,初,初,1,1399,男,55,战将,124-战将,对防御力比己方攻击力低的敌方部队施展战法成功会心一击,,,,,,,150,130,229
629,王全斌,,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,78,78,57,26,70,309,精,熟,精,精,精,初,0,1765,男,65,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
630,李继隆,霸图,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,89,83,67,64,67,370,精,精,精,极,精,精,0,1766,男,59,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
631,吕蒙正,圣功,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,33,40,78,83,86,320,初,初,初,初,初,初,0,1767,男,61,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,150,130,229
632,张齐贤,师亮,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,77,53,93,86,68,377,熟,熟,精,精,熟,熟,0,1768,男,61,妙计,58-妙计,对智力比自己低的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
633,李沆,太初,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,46,42,80,85,77,330,初,初,初,初,初,初,3,1770,男,58,规律,72-规律,可防止遭受部队计略「伪报」,,,,,,,150,130,229
634,寇准,平仲,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,51,55,89,83,53,331,初,熟,熟,初,精,初,0,1800,男,58,富豪,87-富豪,每个月的所属都市的资金收入增为1.5倍,,,,,,,150,130,229
635,刘邦,季,刘邦,刘邦,成都,成都,君主,120,2000,72,66,78,92,116,424,精,精,熟,熟,精,初,0,1320,男,75,强运,32-强运,不会战死、被俘、负伤,,,,,,,150,130,229
636,王德用,元辅,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,76,80,66,74,80,376,精,熟,极,精,精,初,0,1771,男,61,射手,50-射手,可於森林使用弩兵战法,,,,,,,150,130,229
637,曹玮,宝臣,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,91,76,89,67,76,399,精,精,极,精,精,熟,0,1397,男,62,治军,130-治军,物理攻击眩晕效果免疫,,,,,,,165,145,244
638,杨延昭,,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,72,88,59,37,74,330,熟,熟,精,精,精,初,1,1772,男,55,特技255,,,,,,,,,165,145,244
639,狄青,汉臣,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,86,91,72,54,77,380,熟,精,极,精,极,熟,0,1773,男,56,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,150,130,229
